id	author	title	translator	year	publisher	pub_place
232	Fardeghini, Marina;;Niggi, Paola	Italian on location	Piluso, Robert V.	1992	Barron's	Hauppauge, N.Y.
233	Mimouni, Rachid	The honor of the tribe : a novel	Neugroschel, Joachim	1992	Morrow	New York
234	Barthes, Roland	Incidents	Howard, Richard	1992	University of California Press	Berkeley, CALIF
235	Aubert, Jacques	The aesthetics of James Joyce	NA	1992	Johns Hopkins University Press	Baltimore, MD
236	Saint-Exupéry, Antoine de	Wind, sand, and stars	Galantière, Lewis	1992	Harcourt Brace Jovanovich	New York
237	Opitz, Hilke;;Paul, Barbara;;Vogel, Eva-Martina	Express track to German : a teach-yourself program	Strutz, Henry	1992	Barron's	Hauppauge, N.Y.
238	Hamburger, Jean	The diary of William Harvey : the imaginary journal of the physician who revolutionized medicine	Wright, Barbara	1992	Rutgers University Press	New Brunswick, N.J.
239	Wiesel, Elie	The forgotten	Becker, Stephen	1992	Summit Books	New York
240	Maupassant, Guy de	The necklace	Artinian, Arlene	1992	Creative Education	Mankato, MINN
241	Cranston, Philip;;Supervielle, Jules	Births : a bilingual edition (French and English on opposite pages);;(Includes the text of : En songeant à un art poétique, in French and English)	NA	1992	Scripta Humanistica	Potomac, MD
242	Jabès, Edmond	From the book to the book : an Edmond Jabès reader	Waldrop, Rosmarie;;et al.	1991	University Press of New England	Hanover, N.H.
243	Genet, Jean	Prisoner of love	Bray, Barbara	1991	Wesleyan University Press	Hanover, N.H.
244	Rousseau, Jean-Jacques;;Bush, Judith R.;;Kelly, Christopher;;Masters, Roger D.	Discourse on the sciences and arts : first discourse and polemics	NA	1992	University Press of New England;;Dartmouth College	Hanover, N.H.;;Hanover, N.H.
245	Apraxine, Pierre;;Tolstaja, Sofija Andreevna	Tolstoy and his circle	NA	1991	Rizzoli	New York
246	Zola, Émile	Germinal	NA	1991	Alfred A. Knopf	New York
247	Balzac, Honoré de	Old Goriot	NA	1991	Alfred A. Knopf	New York
248	Stendhal	Scarlet and black	NA	1991	Alfred A. Knopf	New York
249	Rousseau, Jean-Jacques	Confessions	NA	1992	Alfred A. Knopf	New York
250	Hergé	Explorers on the moon	NA	1992	Joy Street	Boston, MASS
251	Condé, Maryse	Tree of life	Reiter, Victoria	1992	Ballantine Books	New York
252	Choderlos de Laclos, Pierre Ambroise François	Les liaisons dangereuses	NA	1992	Alfred A. Knopf	New York
253	Pressensé, Domitille de	Emily won't take a bath	Turner, Elizabeth	1992	Checkerboard Press	New York
254	Pressensé, Domitille de	Emily and the snails	Turner, Elizabeth	1992	Checkerboard Press	New York
255	Pressensé, Domitille de	Emily won't eat	Turner, Elizabeth	1992	Checkerboard Press	New York
256	Pressensé, Domitille de	Emily wet the bed!	Turner, Elizabeth	1992	Checkerboard Press	New York
257	Dumas, Alexandre	The three musketeers	Hochman, Eleanor	1991	Signet Classics	New York
258	Bove, Emmanuel	Quicksand	Di Bernardi, Dominic	1991	Marlboro Press	Marlboro, VT
259	Verne, Jules	A journey to the center of the earth	NA	1992	Reader's Digest	Pleasantville, N.Y.
260	Baudelaire, Charles	The flowers of Evil;;Paris Spleen: poems	Crosby, William H.	1991	BOA Editions	Brockport, N.Y.
261	Rimbaud, Arthur	A season in hell - Illuminations (pen and ink drawings by Denzil Walker)	Mathieu, Bertrand	1991	BOA Editions	Brockport, N.Y.
262	Baudelaire, Charles	Echoes of Baudelaire : selected poems	Lappin, Kendall E.	1992	Asylum Arts	Santa Maria, CALIF
263	Beauvoir, Simone de;;Le Bon de Beauvoir, Sylvie	Letters to Sartre	Hoare, Quintin	1992	Arcade	New York
264	Shalit, Béatrice	Lisa, Lisa	Kornacker, David	1992	Available Press	New York
265	Ernaux, Annie	A woman's story	Leslie, Tanya	1992	Ballantine Books	New York
266	Martory, Pierre	Every question but one (Poems in the original French and in English translation, on facing pages)	Ashbery, John	1990	Groundwater Press	Hudson, N.Y.
267	Nerval, Gérard de	Mùi h¶u¶̛*ong xuân sá̆c	Bùi, Giáng	1990	An Tiêm	Los Angeles, CALIF
268	Bernstein, Charles;;Cadiot, Olivier	Olivier Cadiot's red, green, and black	NA	1990	Potes & Poets Press	Elmwood, CONN
269	Bernos de Gasztold, Carmen	Prayers from the ark : selected poems	Godden, Rumer	1992	Viking	New York
270	Troyat, Henri	Flaubert	Pinkham, Joan	1992	Viking	New York
271	Crevel, René	Putting my foot in it (with a foreword by Ezra Pound and an introduction by Edouard Roditi)	Buckley, Thomas	1992	Dalkey Archive Press	Normal, ILL
272	Chawaf, Chantal	Redemption	Nagem, Monique F.	1992	Dalkey Archive Press	Normal, ILL
273	Lazard, Gilbert	A grammar of contemporary Persian	Lyon, Shirley A.	1992	Mazda Publishers in association with Bibliotheca Persica	Cosa Mesa, Calif.
274	Labro, Philippe	Le petit garçon	Coverdale, Linda	1992	Farrar Straus Giroux	New York
275	La Fontaine, Jean de	La Fontaine's bawdy : of libertines, louts, and lechers : translations from the Contes et nouvelles en vers	Shapiro, Norman R.	1992	Princeton University Press	Princeton, N.J.
276	Maupassant, Guy de	The hand	NA	1992	Creative Education	Mankato, MINN
277	Maupassant, Guy de	In the country	NA	1992	Creative Education	Mankato, MINN
278	Maupassant, Guy de	The Devil	NA	1992	Creative Education	Mankato, MINN
279	Verne, Jules	Around the world in eighty days	Rogers, Jacqueline	1992	Curley	So. Yarmouth, MA
280	Beauvoir, Simone de;;Sartre, Jean-Paul	Witness to my life : the letters of Jean-Paul Sartre to Simone de Beauvoir, 1926-1939	Fahnestock, Lee;;MacAfee, Norman	1992	Scribner	New York
281	Leys, Simon	The death of Napoleon	Clancy, Patricia;;et al.	1992	Farrar Straus Giroux	New York
282	Echenoz, Jean	Double jeopardy	Polizzotti, Mark	1993	David R. Godine	Boston, MASS
283	Zola, Émile	The masterpiece (translation revised and introduced by Roger Pearson)	Walton, Thomas	1993	Oxford University Press	New York
284	Brouillard, Anne	Three topsy-turvy tales	NA	1992	Thomasson-Grant	Charlottesville, VA
285	Guillaume de Deguileville	The pilgrimage of human life = Le pèlerinage de la vie humaine	Clasby, Eugene	1992	Garland	New York
286	Clément, Claude	The man who lit the stars	NA	1992	Little, Brown	Boston, MASS
287	Char, René;;Caws, Mary Ann;;Jolas, Tina	Selected poems of René Char	NA	1992	New Directions	New York
288	Derrida, Jacques	Given time. I, Counterfeit money	Kamuf, Peggy	1992	University of Chicago Press	Chicago, ILL
289	Barney, Natalie Clifford	Adventures of the mind	Gatton, John Spalding	1992	New York University Press	New York
290	Proust, Marcel	Within a budding grove /	Moncrieff, C. K. Scott;;et al.	1992	Modern Library	New York
291	Proust, Marcel	Swann's way /	Kilmartin, Terence;;et al.	1992	Modern Library	New York
292	Condé, Maryse	I, Tituba, Black witch of Salem	Philcox, Richard	1992	University Press of Virginia	Charlottesville, VA
293	Molière	Tartuffe : comedy in five acts (1669 ed.)	Wilbur, Richard	1993	Harcourt Brace Jovanovich	San Diego, CALIF
294	Espinassous, Louis	Little lost fox cub, on the trail of Little Fox	Lantier-Sampon, Patricia	1993	Gareth Stevens	Milwaukee, WIS
295	Mary;;Bell, Robin	Bittersweet within my heart : the love poems of Mary, Queen of Scots (translated by the editor)	NA	1993	Chronicle Books	San Francisco, CALIF
296	Michaux, Henri	Meidosems : poems and lithographs	Jackson, Elizabeth R.	1992	Moving Parts Press	Santa Cruz, CALIF
297	Proust, Marcel	Sodom and Gomorrah /	Moncrieff, C. K. Scott;;et al.	1993	Modern Library	New York
298	Chambers, Ross	The writing of melancholy: modes of opposition in early  French modernism	Trouille, Mary Seidman	1993	University of Chicago Press	Chicago, ILL
299	Breton, André;;et al.	Conversations : the autobiography of surrealism /	Polizzotti, Mark	1993	Paragon House	New York
300	Rousseau, Jean-Jacques;;Butterworth, Charles E.	The reveries of the solitary walker	NA	1992	Hackett	Indianapolis, IND
301	Zidrou	Ms. Blanche, the spotless cow	NA	1992	Henry Holt	New York
302	Duras, Marguerite	Summer rain /	Bray, Barbara	1993	Collier Books	New York
303	Queneau, Raymond	Saint Glinglin /	Sallis, James	1993	Dalkey Archive Press	Normal, ILL
304	Huriet, Geneviève	Violette's daring adventure	NA	1992	G. Stevens	Milwaukee, WIS
305	Simenon, Georges	Maigret in Holland	Sainsbury, Geoffrey	1993	Harcourt Brace	New York
306	Ben Jelloun, Tahar	With downcast eyes	Neugroschel, Joachim	1993	Little, Brown	Boston, MASS
307	Duras, Marguerite	Agatha -- Savannah Bay : 2 plays	Limoli, Howard	1992	Post-Apollo Press	Sausalito, CALIF
308	Beckett, Samuel;;Gontarski, S. E.	Endgame : with a revised text (The Theatrical notebooks of Samuel Beckett)	NA	1992	Grove Press	New York
309	Jabès, Edmond	The book of margins	Waldrop, Rosmarie	1993	University of Chicago Press	Chicago, ILL
310	Kourouma, Ahmadou	Monnew : a novel	Poller, Nidra	1993	Mercury House	San Francisco, CALIF
311	Beauvoir, Simone de	All said and done	O'Brian, Patrick	1993	Paragon House	New York
312	Simenon, Georges	Maigret goes home	Baldick, Robert	1993	Thorndike Press	Thorndike, ME
313	Huriet, Geneviève	Aunt Zinnia and the ogre	NA	1992	Gareth Stevens	Milwaukee, WIS
314	Barney, Natalie Clifford	A perilous advantage : the best of Natalie Clifford Barney	Livia, Anna	1992	New Victoria Publishers	Norwich, VT
315	Proust, Marcel	The Guermantes way /	Moncrieff, C. K. Scott;;et al.	1993	Modern Library	New York
316	Kaplan, Leslie	Brooklyn Bridge : a novel	Spear, Thomas	1992	Station Hill Press ;	Barrytown N.Y.
317	Sand, George	George Sand's Gabriel	Pronko, Leonard C.	1992	Greenwood Press	Wesport Conn.
318	Gómez Moriana, Antonio	Discourse analysis as sociocriticism : the Spanish Golden Age	NA	1993	University of Minnesota Press	Minneapolis, MINN
319	Flaubert, Gustave	Madame Bovary /	Steegmuller, Francis	1993	G. K. Hall	Boston, MASS
320	Delacorta	The rap factor /	Texier, Catherine	1993	Atlantic Monthly Press	New York
321	Tharlet, Eve	Archibald the Great	Clements, Andrew	1993	Picture Book Studio	Saxonville, MASS
322	Voltaire	Candide	Weller, Shane	1993	Dover Publications	New York
323	Cixous, Hélène	Three steps on the ladder of writing  (lectures);;(The school of the dead -- The school of dreams -- The school of roots.)	Cornell, Sarah;;et al.	1993	Columbia University Press	New York
324	Hugo, Victor;;Krailsheimer, A. J.	Notre-Dame de Paris	NA	1993	Oxford University Press	New York
325	Jabès, Edmond	A foreigner carrying in the crook of his arm a tiny book	Waldrop, Rosemarie	1993	University Press of New England	Hanover, N.H.
326	Djébar, Assia	Fantasia, an Algerian cavalcade	Blair, Dorothy S.	1993	Heinemann	Portsmouth, N.H.
327	Bove, Emmanuel	Night departure /	Volk, Carol	1993	Four Walls Eight Windows	New York
328	Lamartine, Alphonse de	Poetical meditations	Hittle, Gervase.	1993	Edwin Mellen Press	Lewiston, N.Y.
329	Moessinger, Pierre	Socrates;;A fictional letter written by the Greek philosopher Socrates to his sons shortly before his death, explaining his ideas and outlook on life	NA	1993	Creative Education	Mankato, MINN
330	Mudimbe, Valentin Y.	The rift	Jager, Marjolijn de	1993	University of Minnesota Press	Minneapolis, MINN
331	Lyotard, Jean-François	Political writings	Geiman, Kevin Paul;;Readings, Bill	1993	University of Minnesota Press	Minneapolis, MINN
332	Julien, Patrice	French on location	Kendris, Christopher	1993	Barron's	Hauppauge, N.Y.
333	Hugo, Victor	Les misérables /	Wilbour, Charles E.	1992	Modern Library	New York
334	Voltaire	Candide;;Philosophical letters	Aldington, Richard;;et al.	1992	Modern Library	New York
335	Balzac, Honoré de	Eugénie Grandet /	NA	1992	Alfred A. Knopf	New York
336	Stendhal	The charterhouse of Parma	NA	1992	Alfred A. Knopf	New York
337	Voltaire	Candide /	NA	1992	Alfred A. Knopf	New York
338	Duras, Marguerite	The North China lover	Hafrey, Leigh	1992	New Press	New York
339	Camus, Albert	The stranger	NA	1993	Alfred A. Knopf	New York
340	Flaubert, Gustave	Madame Bovary	NA	1993	Alfred A. Knopf	New York
341	Hocquard, Emmanuel.	Aerea in the forests of Manhattan /	Davis, Lydia	1992	Marlboro Press	Marlboro, VT
342	Diderot, Denis	The indiscreet jewels	Hawkes, Sophie	1993	Marsilio Publishers	New York
343	Cabanis, José	Night games /	Briscoe, Peter	1993	Palo Verde Press	Colton Calif.
344	Jouve, Pierre Jean	Hélène	Davis, Lydia	1993	Marlboro Press	Marlboro, VT
345	Bouquiaux, Luc;;Thomas, Jacqueline M. C.	Studying and describing unwritten languages	Roberts, James	1992	Summer Institute of Linguistics	Dallas, TEX
346	Diesbach, Ghislain de	The toys of princes	Howrad, Richard	1992	Turtle Point Press	Tuxedo Park, N.Y.
347	Racine, Jean	Phèdre /	Rawlings, Margaret	1991	Penguin	New York
348	Feydeau, Georges	Keep an eye on Amélie : a farce /	Cogo-Fawcett, Robert;;Murray, Braham.	1991	S. French	New York
349	Kofman, Sarah	Freud and fiction	Wykes, Sarah	1991	Northeastern University Press	Boston, MASS
350	Murail, Marie-Aude	Uncle Giorgio : a story /	NA	1992	Child's World	Mankato, MINN
351	Maury, Jean-Pierre	The turtleons are coming : a story /	NA	1992	Child's World	Mankato, MINN
352	Serenne, Jean-Pierre	Crazy Sunday : a story /	NA	1992	Child's World	Mankato, MINN
353	Delval, Marie-Hélène.	The apple-tree canoe : a story /	NA	1992	Child's World	Mankato, MINN
354	Guérin, Maurice de;;Vest, James M.	The poetic works of Maurice de Guérin /	Vest, Nancy F.	1992	Summa Publications	Birmingham, ALA
355	Molière	Molière's The school for husbands	Wilbur, Richard	1991	Dramatists Play Service	New York
356	Savigneau, Josyane	Marguerite Yourcenar : inventing a life	Howard, Joan E.	1993	University of Chicago Press	Chicago, ILL
357	Green, Julien	The war at sixteen : autobiography /;;(2:) 1916-1919.	NA	1993	Marion Boyars	New York
358	Blanchot, Maurice	The infinite conversation /	NA	1993	University of Minnesota Press	Minneapolis, MINN
359	Compagnon, Antoine	Proust : between two centuries /	NA	1992	Columbia University Press	New York
360	Djébar, Assia	Women of Algiers in their apartment /	Jager, Marjolijn de	1992	University Press of Virginia	Charlottesville, VA
361	Quignard, Pascal	All the world's mornings : a novel	Kirkup, James	1993	Graywolf Press	St. Paul, MINN
362	Flaubert, Gustave;;Sand, George;;Jacobs, Alphonse.	Flaubert-Sand : the correspondence /	Steegmuller, Francis	1993	Alfred A. Knopf	New York
363	Genet, Jean;;White, Edmund	The selected writings of Jean Genet	NA	1993	Ecco Press	Hopewell, N.J.
364	Starobinski, Jean	Blessings in disguise, or, The morality of evil	Golhammer, Arthur	1993	Harvard University Press	Cambridge, MASS
365	Roché, Henri-Pierre	Jules and Jim / translated by Patrick Evans ; with a new introduction by François Truffaut.	NA	1992	Marion Boyars	New York
366	Blanchot, Maurice	The one who was standing apart from me	NA	1992	Station Hill Press	Barrytown N.Y.
367	Fourcade, Dominique	Xbo	Kocik, Robert	1993	Sun & Moon Press	Los Angeles, CALIF
368	Sartre, Jean-Paul;;Beauvoir, Simone de	Witness to my life : the letters of Jean-Paul Sartre to Simone de Beauvoir, 1926-1939	Fahnestock, Lee;;et al.	1993	Scribner	New York
369	Blaise, Albert	A handbook of Christian Latin : style and grammar /	Roti, Grant C.	1992	Georgetown University Press	Washington, D.C.
370	Ernaux, Annie	Simple passion	Leslie, Tanya	1993	Four Walls Eight Windows	New York
371	Loti, Pierre	The desert	Minn, J. P.	1993	University of Utah Press	Salt Lake City, UT
372	Hugo, Victor	Three plays /	NA	1993	H. Fertig	New York
373	Beauvoir, Simone de;;Sartre, Jean-Paul	Quiet moments in a war : the letters of Jean-Paul Sartre to Simone de Beauvoir, 1940-1963	Fahnestock, Lee;;MacAfee, Norman	1993	Scribner	New York
374	Zola, Émile	Germinal	Collier, Peter	1993	Oxford University Press	Oxford
375	Verne, Jules	Jules Verne's Twenty thousand leagues under the sea : the definitive unabridged edition based on the original French texts /	Miller, Walter James.;;Walter, Frederick Paul.	1993	Naval Institute Press	Annapolis, MD
376	Kristeva, Julia	The samurai : a novel /	NA	1992	Columbia University Press	New York
377	Baudelaire, Charles	Poems /	NA	1993	Alfred A. Knopf	New York
378	Willems, Paul	Four plays of Paul Willems: dreams and reflections	Deneulin, Luc;;et al.	1992	Garland	New York
379	Duras, Marguerite	Yann Andrea Steiner : a memoir	Bray, Barbara	1993	Scribner	New York
380	Molière	The misanthrope /	Wall, Charles Heron	1993	Players Press	Studio City, CALIF
381	Racine, Jean	Phaedra /	Boswell, Robert Bruce	1993	Players Press	Studio City, CALIF
382	Roubaud, Jacques	The Princess Hoppy; or, The tale of Labrador	Hoepffner, Bernard	1993	Dalkey Archive Press	Normal, ILL
383	Kristeva, Julia	Proust and the sense of time /	Bann, Stephen	1993	Columbia University Press	New York
384	Arrabal, Fernando	The red virgin : a novel	Hurley, Andrew	1993	Penguin	New York
385	Zola, Émile	The fat and the thin	NA	1993	Alan Sutton	Phoenix, ARIZ
386	Zola, Émile	Lourdes	Vizetelly, Ernest Alfred	1993	A. Sutton	Dover, N.H.
387	Sade, Donatien Alphonse François de	Filosofija v buduare	Armalinskogo, Mihajla	1993	M.I.P.	Minneapolis, MINN
388	Genette, Gérard	Fiction & diction /	Porter, Catherine	1993	Cornell University Press	Ithaca, N.Y.
389	Zola, Émile	Rome	Vizetelly, Ernest Alfred	1993	A. Sutton	Dover, N.H.
390	Zola, Émile	Paris	Vizetelly, Ernest Alfred	1993	A. Sutton	Dover, N.H.
